age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,poutcome,Bank deposit(target)
65,retired,divorced,primary,no,1840.0,no,no,cellular,1.0,sep,191.0,2.0,92.0,failure,no
65,technician,married,secondary,no,2303.0,no,no,cellular,1.0,sep,95.0,2.0,-1.0,unknown,no
65,admin.,married,secondary,no,952.0,no,no,cellular,6.0,sep,255.0,1.0,96.0,success,yes
65,retired,married,secondary,no,1220.0,no,no,cellular,7.0,sep,127.0,1.0,186.0,failure,no
65,unemployed,divorced,secondary,no,588.0,no,no,cellular,10.0,sep,110.0,4.0,186.0,success,no
65,management,married,unknown,no,2352.0,no,no,cellular,8.0,nov,354.0,3.0,188.0,success,no
64,retired,married,unknown,no,2923.0,no,no,cellular,12.0,mar,120.0,1.0,-1.0,unknown,no
64,retired,married,primary,no,43.0,no,no,cellular,11.0,mar,117.0,1.0,91.0,success,no
64,housemaid,married,primary,no,768.0,no,no,cellular,15.0,jul,250.0,2.0,182.0,success,no
64,management,married,tertiary,no,679.0,no,no,telephone,22.0,apr,135.0,3.0,-1.0,unknown,no
64,retired,married,secondary,no,1574.0,no,no,telephone,29.0,jul,301.0,3.0,-1.0,unknown,yes
64,retired,divorced,tertiary,no,890.0,no,no,cellular,3.0,jul,531.0,3.0,-1.0,unknown,no
64,retired,married,tertiary,no,846.0,no,no,cellular,11.0,feb,671.0,1.0,181.0,failure,yes
64,retired,married,secondary,no,1176.0,no,no,cellular,3.0,feb,104.0,1.0,-1.0,unknown,no
64,management,married,tertiary,no,6251.0,no,no,telephone,5.0,feb,125.0,7.0,-1.0,unknown,no
64,retired,married,primary,no,440.0,no,no,cellular,6.0,feb,495.0,1.0,-1.0,unknown,yes
64,technician,married,secondary,no,1473.0,yes,no,cellular,13.0,feb,121.0,2.0,-1.0,unknown,no
64,management,married,primary,no,0.0,yes,no,cellular,16.0,feb,65.0,1.0,-1.0,unknown,no
64,retired,divorced,primary,no,315.0,no,no,cellular,17.0,feb,154.0,1.0,-1.0,unknown,yes
64,technician,married,tertiary,no,1319.0,no,no,cellular,12.0,mar,56.0,2.0,-1.0,unknown,no
64,retired,married,unknown,no,2923.0,no,no,cellular,12.0,mar,120.0,1.0,-1.0,unknown,no
64,retired,married,primary,no,493.0,no,no,cellular,17.0,apr,108.0,1.0,-1.0,unknown,no
64,retired,married,secondary,no,571.0,yes,no,cellular,20.0,apr,1422.0,2.0,-1.0,unknown,yes
64,technician,married,tertiary,no,826.0,no,no,telephone,22.0,apr,101.0,1.0,-1.0,unknown,no
64,management,married,tertiary,no,679.0,no,no,telephone,22.0,apr,135.0,3.0,-1.0,unknown,no
64,retired,married,secondary,no,5966.0,yes,no,cellular,22.0,jun,983.0,1.0,-1.0,unknown,yes
64,retired,divorced,tertiary,no,890.0,no,no,cellular,3.0,jul,531.0,3.0,-1.0,unknown,no
64,retired,married,secondary,no,504.0,no,no,cellular,11.0,aug,157.0,1.0,14.0,other,no
64,management,married,secondary,no,1646.0,no,no,cellular,12.0,aug,68.0,3.0,-1.0,unknown,no
64,blue-collar,married,primary,no,1904.0,no,no,telephone,12.0,aug,67.0,2.0,-1.0,unknown,no
64,retired,married,secondary,no,1370.0,no,no,cellular,12.0,aug,174.0,1.0,-1.0,unknown,no
64,retired,married,tertiary,no,846.0,no,no,cellular,14.0,aug,107.0,3.0,-1.0,unknown,no
64,retired,married,secondary,no,4083.0,no,no,cellular,18.0,aug,117.0,1.0,-1.0,unknown,no
64,retired,divorced,secondary,no,630.0,no,no,cellular,21.0,aug,97.0,1.0,-1.0,unknown,no
64,retired,married,tertiary,no,14170.0,no,no,cellular,24.0,aug,62.0,2.0,-1.0,unknown,no
64,housemaid,married,primary,no,67.0,no,no,telephone,25.0,aug,153.0,1.0,-1.0,unknown,no
64,retired,divorced,tertiary,no,17875.0,no,no,cellular,25.0,aug,173.0,1.0,-1.0,unknown,no
64,retired,married,tertiary,no,380.0,no,no,cellular,25.0,aug,479.0,1.0,-1.0,unknown,yes
64,retired,married,unknown,no,34.0,no,no,cellular,26.0,aug,244.0,2.0,-1.0,unknown,yes
64,retired,married,tertiary,no,1644.0,no,no,telephone,7.0,sep,569.0,4.0,-1.0,unknown,yes
64,unknown,married,unknown,no,2280.0,no,no,telephone,7.0,sep,289.0,1.0,-1.0,unknown,no
64,retired,married,primary,no,2140.0,no,no,cellular,12.0,oct,181.0,2.0,-1.0,unknown,no
64,retired,married,tertiary,no,2139.0,no,no,cellular,14.0,oct,632.0,2.0,-1.0,unknown,no
64,management,married,tertiary,no,4688.0,no,no,cellular,21.0,oct,200.0,1.0,-1.0,unknown,yes
64,retired,married,secondary,no,4787.0,no,no,cellular,28.0,oct,501.0,1.0,-1.0,unknown,yes
64,management,married,tertiary,no,3951.0,no,no,cellular,29.0,oct,164.0,1.0,-1.0,unknown,yes
64,retired,married,primary,no,5871.0,no,no,cellular,3.0,nov,195.0,1.0,-1.0,unknown,no
64,management,married,unknown,no,2352.0,no,no,cellular,3.0,nov,181.0,4.0,183.0,success,yes
64,entrepreneur,married,tertiary,no,2331.0,no,no,telephone,9.0,nov,201.0,1.0,-1.0,unknown,yes
64,retired,married,secondary,no,2031.0,no,no,cellular,13.0,nov,202.0,5.0,-1.0,unknown,no
64,retired,married,unknown,no,679.0,no,no,telephone,16.0,nov,167.0,1.0,-1.0,unknown,yes
64,retired,divorced,primary,no,1840.0,no,no,cellular,25.0,nov,237.0,1.0,85.0,other,no
64,retired,married,secondary,no,1220.0,no,no,cellular,7.0,dec,138.0,1.0,-1.0,unknown,no
64,retired,married,primary,no,43.0,no,no,cellular,10.0,dec,232.0,1.0,-1.0,unknown,yes
64,housemaid,married,primary,no,67.0,no,no,telephone,14.0,dec,86.0,2.0,111.0,failure,no
64,self-employed,married,tertiary,no,661.0,no,no,cellular,21.0,dec,367.0,2.0,294.0,failure,yes
64,retired,married,tertiary,no,2139.0,no,no,cellular,13.0,jan,230.0,1.0,91.0,failure,no
64,housemaid,married,primary,no,768.0,no,no,cellular,14.0,jan,371.0,1.0,-1.0,unknown,yes
64,retired,married,secondary,no,588.0,no,no,cellular,18.0,jan,366.0,1.0,91.0,failure,yes
64,management,married,tertiary,no,3951.0,no,no,cellular,28.0,jan,134.0,1.0,91.0,success,yes
64,housemaid,married,unknown,no,2645.0,no,no,telephone,3.0,feb,219.0,2.0,-1.0,unknown,yes
64,retired,married,tertiary,no,846.0,no,no,cellular,11.0,feb,671.0,1.0,181.0,failure,yes
64,retired,married,secondary,no,1612.0,no,no,cellular,18.0,feb,362.0,1.0,183.0,failure,no
64,retired,married,secondary,no,243.0,no,no,cellular,22.0,feb,144.0,1.0,175.0,failure,no
64,retired,married,primary,no,1977.0,no,no,cellular,24.0,feb,160.0,2.0,-1.0,unknown,no
64,retired,married,tertiary,no,1644.0,no,no,telephone,5.0,mar,341.0,4.0,179.0,success,yes
64,retired,married,secondary,no,1220.0,no,no,cellular,5.0,mar,84.0,1.0,88.0,failure,no
64,unemployed,divorced,secondary,no,588.0,no,no,cellular,8.0,mar,409.0,1.0,-1.0,unknown,yes
64,retired,married,primary,no,43.0,no,no,cellular,11.0,mar,117.0,1.0,91.0,success,no
64,retired,married,primary,no,2140.0,no,no,cellular,16.0,mar,881.0,3.0,155.0,failure,yes
64,retired,divorced,secondary,no,4833.0,no,no,cellular,22.0,apr,247.0,2.0,251.0,failure,no
64,retired,married,secondary,no,4787.0,no,no,cellular,28.0,apr,392.0,1.0,182.0,success,yes
64,management,married,unknown,no,2352.0,no,no,cellular,4.0,may,153.0,2.0,182.0,success,yes
64,retired,married,secondary,no,1612.0,no,no,cellular,18.0,may,336.0,1.0,89.0,failure,yes
64,retired,married,secondary,no,3189.0,no,no,telephone,15.0,jun,208.0,1.0,-1.0,unknown,yes
64,retired,divorced,primary,no,109.0,no,no,cellular,23.0,jun,706.0,1.0,225.0,success,yes
64,housemaid,married,primary,no,768.0,no,no,cellular,15.0,jul,250.0,2.0,182.0,success,no
64,retired,married,secondary,no,588.0,no,no,cellular,16.0,jul,574.0,1.0,179.0,success,yes
64,retired,married,secondary,no,1574.0,no,no,telephone,29.0,jul,301.0,3.0,-1.0,unknown,yes
64,retired,married,primary,no,12067.0,no,no,telephone,30.0,jul,367.0,2.0,92.0,success,yes
64,unknown,married,unknown,no,2799.0,no,no,telephone,9.0,sep,378.0,4.0,-1.0,unknown,no
64,retired,married,primary,no,48.0,no,no,cellular,9.0,sep,167.0,3.0,92.0,success,yes
64,retired,married,secondary,no,466.0,yes,no,cellular,18.0,oct,526.0,1.0,-1.0,unknown,yes
64,management,married,tertiary,no,5112.0,no,no,telephone,19.0,oct,898.0,7.0,137.0,other,yes
64,retired,divorced,secondary,no,4833.0,no,no,cellular,20.0,oct,621.0,1.0,181.0,failure,yes
64,retired,married,primary,no,445.0,no,no,cellular,26.0,oct,338.0,3.0,186.0,other,no
64,retired,married,tertiary,no,2059.0,no,yes,cellular,9.0,nov,326.0,1.0,95.0,other,no
63,retired,married,secondary,no,415.0,yes,no,cellular,7.0,oct,323.0,1.0,-1.0,unknown,no
63,retired,married,primary,no,1084.0,no,no,cellular,14.0,oct,201.0,1.0,183.0,success,no
63,retired,married,secondary,no,2747.0,no,no,cellular,11.0,sep,113.0,1.0,80.0,failure,no
63,entrepreneur,married,secondary,no,3904.0,no,no,telephone,4.0,aug,250.0,2.0,187.0,success,yes
63,retired,married,tertiary,no,133.0,yes,no,cellular,13.0,feb,104.0,2.0,-1.0,unknown,no
63,retired,married,primary,no,8044.0,no,no,cellular,12.0,nov,702.0,1.0,-1.0,unknown,no
63,retired,married,secondary,no,474.0,no,no,cellular,25.0,jan,423.0,1.0,-1.0,unknown,yes
63,retired,divorced,secondary,no,1490.0,no,no,cellular,8.0,jun,506.0,1.0,-1.0,unknown,yes
63,retired,divorced,secondary,no,859.0,no,no,cellular,13.0,feb,92.0,1.0,-1.0,unknown,no
63,retired,married,tertiary,no,133.0,yes,no,cellular,13.0,feb,104.0,2.0,-1.0,unknown,no
63,retired,married,secondary,no,1612.0,no,no,telephone,17.0,feb,233.0,2.0,-1.0,unknown,yes
63,self-employed,married,tertiary,no,661.0,no,no,cellular,2.0,mar,56.0,2.0,-1.0,unknown,no
63,retired,divorced,primary,no,1840.0,no,no,cellular,12.0,mar,71.0,3.0,-1.0,unknown,no
63,self-employed,married,tertiary,no,-39.0,no,no,cellular,1.0,apr,387.0,2.0,-1.0,unknown,yes
63,retired,married,secondary,no,2030.0,no,no,cellular,6.0,apr,61.0,6.0,-1.0,unknown,no
63,retired,married,secondary,no,2734.0,no,no,cellular,7.0,apr,72.0,5.0,-1.0,unknown,no
63,retired,married,unknown,no,2193.0,no,no,telephone,21.0,apr,1348.0,4.0,-1.0,unknown,yes
63,admin.,married,secondary,no,-40.0,no,no,cellular,22.0,apr,99.0,3.0,-1.0,unknown,no
63,management,married,unknown,no,2352.0,no,no,telephone,4.0,may,475.0,7.0,-1.0,unknown,yes
63,retired,married,secondary,no,2747.0,no,no,cellular,23.0,jun,206.0,1.0,-1.0,unknown,no
63,retired,married,secondary,no,18016.0,no,no,cellular,7.0,jul,371.0,1.0,-1.0,unknown,yes
63,retired,married,tertiary,no,262.0,no,no,cellular,8.0,jul,335.0,1.0,-1.0,unknown,no
63,housemaid,married,primary,no,3173.0,no,no,telephone,8.0,jul,154.0,1.0,-1.0,unknown,no
63,unknown,married,secondary,no,556.0,no,no,cellular,9.0,jul,122.0,4.0,-1.0,unknown,no
63,retired,single,tertiary,no,70.0,no,no,cellular,27.0,jul,82.0,2.0,-1.0,unknown,no
63,retired,married,tertiary,no,8103.0,no,no,cellular,7.0,aug,258.0,1.0,-1.0,unknown,no
63,management,married,tertiary,no,5112.0,no,no,telephone,10.0,aug,255.0,3.0,-1.0,unknown,no
63,retired,married,unknown,no,538.0,no,no,cellular,11.0,aug,373.0,2.0,-1.0,unknown,no
63,retired,divorced,secondary,no,4833.0,no,no,cellular,14.0,aug,415.0,1.0,-1.0,unknown,no
63,technician,married,secondary,no,896.0,yes,no,cellular,14.0,aug,276.0,2.0,-1.0,unknown,yes
63,retired,married,secondary,no,1612.0,no,no,cellular,19.0,aug,399.0,2.0,183.0,success,no
63,retired,married,primary,no,0.0,no,no,cellular,20.0,aug,110.0,2.0,-1.0,unknown,no
63,housemaid,married,primary,no,91.0,no,no,telephone,26.0,aug,128.0,3.0,-1.0,unknown,yes
63,retired,married,secondary,no,243.0,no,no,cellular,31.0,aug,114.0,1.0,-1.0,unknown,no
63,retired,married,unknown,no,1849.0,no,no,cellular,1.0,sep,109.0,2.0,-1.0,unknown,no
63,entrepreneur,married,primary,no,2287.0,no,no,telephone,1.0,sep,490.0,1.0,-1.0,unknown,no
63,retired,married,secondary,no,4752.0,no,no,cellular,2.0,sep,233.0,2.0,-1.0,unknown,yes
63,retired,married,tertiary,no,1795.0,no,no,cellular,7.0,sep,219.0,1.0,-1.0,unknown,yes
63,retired,married,secondary,no,2747.0,no,no,cellular,11.0,sep,113.0,1.0,80.0,failure,no
63,housemaid,married,primary,no,333.0,no,no,telephone,1.0,oct,321.0,1.0,-1.0,unknown,no
63,retired,married,secondary,no,415.0,yes,no,cellular,7.0,oct,323.0,1.0,-1.0,unknown,no
63,retired,married,secondary,no,0.0,no,no,telephone,7.0,oct,73.0,2.0,-1.0,unknown,no
63,retired,married,primary,no,1084.0,no,no,cellular,14.0,oct,201.0,1.0,183.0,success,no
63,retired,married,secondary,no,588.0,no,no,cellular,19.0,oct,143.0,2.0,-1.0,unknown,no
63,retired,married,primary,no,12067.0,no,no,telephone,20.0,oct,2187.0,1.0,-1.0,unknown,no
63,retired,married,tertiary,no,937.0,no,no,cellular,28.0,oct,219.0,2.0,-1.0,unknown,no
63,retired,divorced,primary,no,109.0,no,no,cellular,10.0,nov,406.0,2.0,-1.0,unknown,yes
63,retired,married,secondary,no,3579.0,no,no,telephone,11.0,nov,93.0,2.0,-1.0,unknown,no
63,retired,married,primary,no,8044.0,no,no,cellular,12.0,nov,702.0,1.0,-1.0,unknown,no
63,management,married,tertiary,no,5112.0,no,no,telephone,13.0,nov,2184.0,2.0,95.0,failure,yes
63,management,married,tertiary,no,3115.0,no,no,cellular,16.0,nov,432.0,5.0,-1.0,unknown,yes
63,entrepreneur,married,tertiary,no,2707.0,no,no,telephone,16.0,nov,57.0,4.0,-1.0,unknown,no
63,retired,married,secondary,no,708.0,no,no,cellular,17.0,nov,168.0,2.0,-1.0,unknown,no
63,unemployed,married,primary,no,0.0,no,no,telephone,30.0,nov,337.0,3.0,-1.0,unknown,no
63,housemaid,married,tertiary,no,1528.0,no,no,cellular,18.0,jan,309.0,2.0,95.0,success,no
63,retired,married,secondary,no,2716.0,no,no,cellular,25.0,jan,205.0,1.0,-1.0,unknown,no
63,retired,married,secondary,no,474.0,no,no,cellular,25.0,jan,423.0,1.0,-1.0,unknown,yes
63,technician,married,secondary,no,896.0,yes,no,cellular,28.0,jan,115.0,3.0,91.0,other,no
63,housemaid,married,secondary,no,2.0,no,no,cellular,4.0,feb,45.0,2.0,93.0,success,no
63,retired,married,unknown,no,1849.0,no,no,cellular,25.0,feb,125.0,6.0,177.0,failure,no
63,technician,married,secondary,no,973.0,no,no,cellular,25.0,feb,318.0,1.0,388.0,success,yes
63,retired,married,secondary,no,2896.0,no,no,cellular,4.0,mar,180.0,2.0,-1.0,unknown,yes
63,unknown,married,secondary,no,367.0,no,no,telephone,4.0,mar,262.0,1.0,178.0,failure,no
63,blue-collar,married,primary,no,115.0,no,no,telephone,27.0,apr,325.0,1.0,180.0,failure,yes
63,retired,married,primary,no,12067.0,no,no,telephone,29.0,apr,660.0,1.0,191.0,failure,yes
63,retired,divorced,tertiary,no,0.0,no,no,cellular,13.0,may,263.0,1.0,181.0,success,yes
63,retired,married,secondary,no,1486.0,no,no,cellular,14.0,may,698.0,5.0,316.0,other,no
63,blue-collar,married,secondary,no,641.0,no,no,cellular,27.0,may,417.0,2.0,-1.0,unknown,yes
63,retired,divorced,secondary,no,1490.0,no,no,cellular,8.0,jun,506.0,1.0,-1.0,unknown,yes
63,retired,married,primary,no,48.0,no,no,cellular,9.0,jun,251.0,1.0,-1.0,unknown,yes
63,retired,married,secondary,no,23047.0,no,no,cellular,17.0,jun,530.0,1.0,139.0,other,no
63,retired,married,secondary,no,2896.0,no,no,cellular,1.0,jul,304.0,1.0,119.0,success,yes
63,retired,married,tertiary,no,4692.0,yes,no,cellular,13.0,jul,88.0,1.0,181.0,failure,no
63,blue-collar,married,secondary,no,180.0,no,no,cellular,15.0,jul,390.0,2.0,182.0,success,yes
63,management,married,tertiary,no,2785.0,no,no,cellular,2.0,aug,341.0,2.0,392.0,success,yes
63,entrepreneur,married,secondary,no,3904.0,no,no,telephone,4.0,aug,250.0,2.0,187.0,success,yes
63,admin.,married,secondary,no,0.0,yes,no,cellular,31.0,aug,253.0,5.0,-1.0,unknown,yes
63,unknown,married,secondary,no,367.0,no,no,telephone,2.0,sep,173.0,1.0,182.0,failure,no
63,admin.,divorced,secondary,no,4680.0,no,no,cellular,15.0,sep,953.0,2.0,-1.0,unknown,yes
63,management,married,tertiary,no,0.0,no,no,cellular,12.0,oct,130.0,2.0,182.0,failure,no
63,retired,single,tertiary,no,791.0,no,no,cellular,21.0,oct,212.0,2.0,-1.0,unknown,yes
63,retired,married,secondary,no,1495.0,no,no,cellular,25.0,oct,389.0,1.0,195.0,other,yes
63,entrepreneur,married,secondary,no,3904.0,no,no,telephone,8.0,nov,360.0,1.0,96.0,success,yes
63,retired,married,primary,no,3738.0,no,no,telephone,9.0,nov,301.0,1.0,456.0,failure,no
63,retired,married,secondary,no,1495.0,no,no,cellular,16.0,nov,138.0,1.0,22.0,success,no
62,retired,married,secondary,no,816.0,no,no,cellular,1.0,sep,28.0,2.0,-1.0,unknown,no
62,retired,divorced,tertiary,no,0.0,no,no,cellular,13.0,nov,227.0,2.0,-1.0,unknown,yes
62,management,married,tertiary,no,1859.0,no,no,telephone,6.0,aug,245.0,3.0,-1.0,unknown,yes
62,management,married,tertiary,no,0.0,no,no,cellular,13.0,oct,78.0,3.0,-1.0,unknown,no
62,housemaid,married,secondary,no,565.0,no,no,cellular,4.0,sep,123.0,3.0,-1.0,unknown,no
62,unknown,married,secondary,no,367.0,no,no,telephone,2.0,mar,139.0,5.0,-1.0,unknown,no
62,self-employed,divorced,tertiary,no,6.0,yes,no,cellular,13.0,oct,216.0,1.0,183.0,success,yes
62,technician,married,secondary,no,973.0,no,no,cellular,2.0,feb,326.0,1.0,-1.0,unknown,yes
62,retired,married,secondary,no,1495.0,no,no,cellular,2.0,feb,265.0,1.0,-1.0,unknown,yes
62,self-employed,married,tertiary,no,3685.0,no,no,cellular,3.0,feb,181.0,3.0,-1.0,unknown,no
62,management,divorced,tertiary,no,5943.0,no,no,telephone,17.0,feb,196.0,4.0,-1.0,unknown,yes
62,retired,married,unknown,no,800.0,no,no,cellular,17.0,feb,737.0,1.0,-1.0,unknown,yes
62,housemaid,married,unknown,no,2021.0,no,no,telephone,26.0,feb,361.0,1.0,-1.0,unknown,yes
62,unknown,married,secondary,no,367.0,no,no,telephone,2.0,mar,139.0,5.0,-1.0,unknown,no
62,management,married,secondary,no,4562.0,yes,no,cellular,3.0,mar,168.0,1.0,-1.0,unknown,yes
62,self-employed,married,tertiary,no,4886.0,yes,no,telephone,16.0,mar,44.0,1.0,-1.0,unknown,no
62,retired,married,primary,no,1084.0,no,no,cellular,14.0,apr,505.0,1.0,-1.0,unknown,yes
62,housemaid,married,tertiary,no,1528.0,no,no,cellular,14.0,apr,496.0,1.0,-1.0,unknown,yes
62,blue-collar,married,secondary,no,180.0,no,no,cellular,15.0,apr,389.0,2.0,-1.0,unknown,yes
62,unemployed,married,secondary,no,1625.0,no,no,telephone,23.0,apr,155.0,1.0,-1.0,unknown,no
62,retired,married,secondary,no,1486.0,no,no,cellular,28.0,apr,56.0,2.0,-1.0,unknown,no
62,blue-collar,married,primary,no,115.0,no,no,telephone,29.0,apr,75.0,3.0,-1.0,unknown,no
62,management,married,tertiary,no,2785.0,no,no,cellular,6.0,jul,270.0,3.0,-1.0,unknown,yes
62,retired,married,secondary,no,3.0,no,no,cellular,4.0,aug,151.0,1.0,-1.0,unknown,no
62,retired,married,secondary,no,3340.0,no,no,cellular,4.0,aug,259.0,1.0,35.0,failure,no
62,retired,married,secondary,no,4829.0,no,no,cellular,6.0,aug,116.0,1.0,-1.0,unknown,no
62,retired,married,primary,no,3738.0,no,no,telephone,10.0,aug,151.0,3.0,185.0,failure,no
62,management,married,tertiary,no,10373.0,no,no,cellular,12.0,aug,344.0,3.0,-1.0,unknown,no
62,management,married,tertiary,no,557.0,no,no,cellular,14.0,aug,185.0,1.0,-1.0,unknown,yes
62,retired,married,secondary,no,1495.0,no,no,cellular,17.0,aug,606.0,1.0,196.0,success,yes
62,self-employed,divorced,secondary,no,0.0,yes,no,cellular,20.0,aug,158.0,1.0,-1.0,unknown,yes
62,unemployed,married,secondary,no,780.0,no,no,cellular,28.0,aug,162.0,2.0,-1.0,unknown,yes
62,retired,married,secondary,no,13.0,no,no,telephone,28.0,aug,36.0,1.0,-1.0,unknown,no
62,retired,married,secondary,no,816.0,no,no,cellular,1.0,sep,28.0,2.0,-1.0,unknown,no
62,management,married,tertiary,no,0.0,no,no,cellular,3.0,sep,299.0,1.0,-1.0,unknown,yes
62,housemaid,married,secondary,no,565.0,no,no,cellular,4.0,sep,123.0,3.0,-1.0,unknown,no
62,unknown,married,secondary,no,367.0,no,no,telephone,7.0,sep,221.0,1.0,189.0,failure,no
62,retired,married,secondary,no,495.0,no,yes,telephone,9.0,sep,494.0,2.0,-1.0,unknown,no
62,retired,married,primary,no,383.0,no,no,cellular,10.0,sep,276.0,1.0,-1.0,unknown,no
62,retired,married,secondary,no,1495.0,no,no,cellular,13.0,oct,896.0,1.0,57.0,success,yes
62,management,married,tertiary,no,0.0,no,no,cellular,13.0,oct,78.0,3.0,-1.0,unknown,no
62,services,married,primary,no,276.0,no,no,cellular,14.0,oct,80.0,2.0,-1.0,unknown,no
62,retired,married,tertiary,no,4692.0,yes,no,cellular,15.0,oct,73.0,1.0,-1.0,unknown,no
62,retired,married,primary,no,0.0,no,no,telephone,15.0,oct,280.0,1.0,-1.0,unknown,no
62,housemaid,married,tertiary,no,1528.0,no,no,cellular,15.0,oct,134.0,2.0,184.0,success,yes
62,retired,married,primary,no,1515.0,yes,no,cellular,19.0,oct,131.0,1.0,187.0,failure,no
62,blue-collar,married,primary,no,1381.0,no,no,cellular,19.0,oct,1020.0,1.0,-1.0,unknown,no
62,management,divorced,tertiary,no,1619.0,no,no,cellular,19.0,oct,534.0,1.0,-1.0,unknown,no
62,blue-collar,married,primary,no,115.0,no,no,telephone,29.0,oct,157.0,4.0,183.0,failure,no
62,management,married,tertiary,no,7458.0,no,no,cellular,30.0,oct,212.0,2.0,-1.0,unknown,yes
62,housemaid,married,secondary,no,2.0,no,no,cellular,3.0,nov,322.0,1.0,-1.0,unknown,yes
62,retired,divorced,tertiary,no,0.0,no,no,cellular,13.0,nov,227.0,2.0,-1.0,unknown,yes
62,technician,married,secondary,no,135.0,yes,no,telephone,16.0,nov,446.0,13.0,96.0,other,no
62,retired,married,secondary,no,298.0,no,no,cellular,17.0,nov,709.0,2.0,-1.0,unknown,yes
62,management,married,tertiary,no,10373.0,no,no,cellular,17.0,nov,140.0,3.0,97.0,failure,no
62,retired,married,tertiary,no,0.0,no,no,cellular,17.0,dec,188.0,2.0,-1.0,unknown,no
62,retired,married,tertiary,no,4692.0,yes,no,cellular,13.0,jan,113.0,1.0,90.0,failure,no
62,blue-collar,married,secondary,no,180.0,no,no,cellular,14.0,jan,183.0,1.0,90.0,other,yes
62,retired,married,secondary,no,243.0,no,no,cellular,25.0,jan,117.0,1.0,280.0,success,no
62,technician,married,unknown,no,4727.0,yes,no,telephone,28.0,jan,80.0,4.0,90.0,other,no
62,entrepreneur,married,secondary,no,3904.0,no,no,telephone,29.0,jan,403.0,2.0,-1.0,unknown,yes
62,retired,married,secondary,no,569.0,no,no,cellular,4.0,feb,94.0,5.0,184.0,success,yes
62,management,married,tertiary,no,3371.0,no,no,cellular,25.0,mar,187.0,1.0,178.0,success,yes
62,retired,married,secondary,no,2917.0,no,no,cellular,12.0,apr,147.0,1.0,188.0,success,no
62,self-employed,divorced,tertiary,no,6.0,yes,no,cellular,13.0,apr,103.0,1.0,182.0,success,yes
62,management,married,tertiary,no,0.0,no,no,cellular,13.0,apr,113.0,3.0,182.0,failure,no
62,retired,married,primary,no,1515.0,yes,no,cellular,15.0,apr,98.0,4.0,178.0,failure,no
62,technician,married,unknown,no,635.0,no,no,cellular,22.0,apr,292.0,4.0,247.0,other,no
62,management,married,tertiary,no,997.0,no,no,cellular,22.0,apr,554.0,1.0,304.0,success,yes
62,management,married,tertiary,no,1456.0,no,no,cellular,10.0,may,522.0,6.0,-1.0,unknown,no
62,retired,married,secondary,no,3114.0,no,no,cellular,18.0,may,243.0,2.0,186.0,success,yes
62,management,married,tertiary,no,5008.0,no,no,telephone,4.0,jun,139.0,2.0,-1.0,unknown,no
62,management,married,tertiary,no,0.0,yes,yes,cellular,4.0,jun,106.0,1.0,64.0,failure,no
62,retired,married,primary,no,1742.0,no,no,cellular,14.0,jun,167.0,2.0,98.0,other,yes
62,retired,married,secondary,no,569.0,no,no,cellular,3.0,aug,187.0,2.0,180.0,success,yes
62,retired,married,secondary,no,569.0,no,no,cellular,4.0,aug,288.0,1.0,1.0,success,yes
62,management,married,tertiary,no,1859.0,no,no,telephone,6.0,aug,245.0,3.0,-1.0,unknown,yes
62,blue-collar,married,secondary,no,272.0,no,no,cellular,11.0,aug,146.0,1.0,286.0,failure,yes
62,unemployed,married,primary,no,532.0,no,no,cellular,31.0,aug,298.0,2.0,300.0,other,no
62,management,married,secondary,no,1128.0,no,no,cellular,2.0,sep,236.0,1.0,290.0,other,yes
62,retired,married,secondary,no,2801.0,yes,yes,cellular,9.0,sep,261.0,1.0,183.0,success,yes
62,admin.,married,secondary,no,4608.0,no,no,cellular,14.0,sep,706.0,1.0,186.0,success,no
62,retired,married,tertiary,no,2557.0,yes,no,cellular,14.0,sep,211.0,1.0,216.0,success,yes
62,retired,married,secondary,no,2917.0,no,no,cellular,11.0,oct,123.0,2.0,182.0,failure,no
62,self-employed,divorced,tertiary,no,6.0,yes,no,cellular,13.0,oct,216.0,1.0,183.0,success,yes
62,retired,married,tertiary,no,2557.0,yes,no,cellular,10.0,nov,404.0,1.0,57.0,success,yes
62,blue-collar,married,secondary,no,272.0,no,no,cellular,11.0,nov,289.0,1.0,92.0,success,yes
61,admin.,married,unknown,no,4629.0,yes,no,cellular,27.0,jan,181.0,1.0,92.0,success,yes
61,admin.,married,secondary,no,4608.0,no,no,cellular,12.0,mar,212.0,1.0,-1.0,unknown,yes
61,retired,married,secondary,no,5207.0,no,no,cellular,11.0,sep,336.0,1.0,81.0,other,no
61,management,married,tertiary,no,6016.0,no,no,cellular,2.0,feb,670.0,3.0,-1.0,unknown,yes
61,blue-collar,married,primary,no,625.0,yes,no,unknown,19.0,may,158.0,2.0,-1.0,unknown,no
61,retired,married,secondary,no,2917.0,no,no,cellular,6.0,oct,215.0,1.0,-1.0,unknown,yes
61,management,married,secondary,no,985.0,no,no,cellular,18.0,aug,998.0,6.0,-1.0,unknown,yes
61,housemaid,married,primary,no,848.0,no,no,cellular,27.0,apr,605.0,1.0,187.0,other,no
61,technician,married,secondary,no,1191.0,no,no,cellular,21.0,may,214.0,4.0,-1.0,unknown,yes
61,retired,married,secondary,no,313.0,no,yes,unknown,3.0,jul,42.0,1.0,-1.0,unknown,no
